請求ID,有無,作業内容,リスト化,対象,保護者ID,生徒ID,対象　契約ID,対象　請求ID,対象　同ブランド,対象　チケットID,対象カテゴリー,請求カテゴリー区分,金額,請求単位,税区分,複数個,繰り返し,自動請求,開始日,終了日,顧客表記用請求名（契約、請求IDの請求は、そのすぐ下に表記）,終了条件,社長のIF文用備考,請求申請者申請許可,返金時の注意,元請求月謝,登録日時,登録ユーザー,最終更新日時,最終更新ユーザー
TB9976757,1,1,1,2,8217234,217236,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-03】　珠算【単級受検】18級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976670,1,1,1,2,8214067,214069,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-16】　珠算【単級受検】準6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976630,1,1,1,2,8211976,211977,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-17】　珠算【単級受検】6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976716,1,1,1,2,8215614,215622,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-13】　珠算【単級受検】8級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976450,1,1,1,2,8200701,200706,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【F-01】　暗算 【10】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976472,1,1,1,2,8112375,203089,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【F-04】　暗算 【7】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976628,1,1,1,2,8211927,211928,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-08】　珠算【単級受検】13級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976761,1,1,1,2,8217547,217548,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-04】　珠算【単級受検】17級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976795,1,1,1,2,8219408,219413,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【B-04】　珠算トリプル【17】【16】【15】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976519,1,1,1,2,8110636,205330,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-26】　珠算【単級受検】2級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976729,1,1,1,2,8216176,216177,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-07】　珠算【単級受検】14級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976399,1,1,1,2,8111342,14653,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-20】　珠算【単級受検】準4級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976684,1,1,1,2,8214562,214641,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-09】　珠算【単級受検】12級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976537,1,1,1,2,8104930,206246,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-14】　珠算【単級受検】準７級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976595,1,1,1,2,8208911,208912,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-07】　珠算【単級受検】14級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976644,1,1,1,2,8212562,212564,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-16】　珠算【単級受検】準6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976492,1,1,1,2,8110345,204495,,,そろばん検定【クラス検定】,,,0,1550,円,1,1,1,0,2025/05/01,2025/05/31,【E-34】　珠算【5】級+暗【5】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976512,1,1,1,2,8112211,205216,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-20】　珠算【単級受検】準4級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976487,1,1,1,2,8204138,204139,,,そろばん検定【クラス検定】,,,0,1550,円,1,1,1,0,2025/05/01,2025/05/31,【E-31】　珠算【準5】級+暗【5】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976668,1,1,1,2,8213888,213889,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【F-02】　暗算 【9】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976461,1,1,1,2,8201941,201942,,,そろばん検定【クラス検定】,,,0,2000,円,1,1,1,0,2025/05/01,2025/05/31,【D-26】　珠算【単級受検】2級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976665,1,1,1,2,8213855,213856,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-12】　珠算【単級受検】9級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976811,1,1,1,2,8218228,219811,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-03】　珠算【単級受検】18級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976390,1,1,1,2,8109462,13876,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-25】　珠算【単級受検】準1級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976627,1,1,1,2,8208785,211865,,,そろばん検定【クラス検定】,,,0,1500,円,1,1,1,0,2025/05/01,2025/05/31,【C-10】　珠算ダブル【11】【10】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976581,1,1,1,2,8200492,208367,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-02】　珠算【単級受検】19級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976780,1,1,1,2,8206536,218215,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-03】　珠算【単級受検】18級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976446,1,1,1,2,8200205,200206,,,そろばん検定【クラス検定】,,,0,1500,円,1,1,1,0,2025/05/01,2025/05/31,【D-24】　珠算【単級受検】準2級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976692,1,1,1,2,8214780,214781,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-19】　珠算【単級受検】5級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976756,1,1,1,2,8217146,217147,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-12】　珠算【単級受検】9級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976432,1,1,1,2,8112535,16252,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-12】　珠算【単級受検】9級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976777,1,1,1,2,8214675,218171,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-07】　珠算【単級受検】14級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976417,1,1,1,2,8112197,15763,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-23】　珠算【単級受検】3級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976494,1,1,1,2,8204656,204657,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-18】　珠算【単級受検】準5級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976689,1,1,1,2,8214727,214728,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-13】　珠算【単級受検】8級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976791,1,1,1,2,8218691,218692,,,そろばん検定【クラス検定】,,,0,1250,円,1,1,1,0,2025/05/01,2025/05/31,【B-07】　珠算トリプル【14】【13】【12】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976514,1,1,1,2,8205255,205257,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【F-10】　暗算 【1】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976561,1,1,1,2,8207484,207486,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-18】　珠算【単級受検】準5級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976788,1,1,1,2,8218521,218545,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-26】　珠算【単級受検】2級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976593,1,1,1,2,8112707,208853,,,そろばん検定【クラス検定】,,,0,1550,円,1,1,1,0,2025/05/01,2025/05/31,【E-34】　珠算【5】級+暗【5】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976817,1,1,1,2,8219762,220106,,,そろばん検定【個別検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,個別検定【A-01】　珠算チェック【20】【19】【18】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976551,1,1,1,2,8110886,206935,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【F-04】　暗算 【7】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976681,1,1,1,2,8214286,214371,,,そろばん検定【個別検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,個別検定【D-02】　珠算【単級受検】19級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976384,1,1,1,2,8110280,13193,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-27】　珠算【単級受検】1級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976413,1,1,1,2,8112089,15632,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-26】　珠算【単級受検】2級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976372,1,1,1,2,8104775,11187,,,そろばん検定【クラス検定】,,,0,1500,円,1,1,1,0,2025/05/01,2025/05/31,【D-25】　珠算【単級受検】準1級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976466,1,1,1,2,8111892,202338,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-06】　暗算 【5】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976642,1,1,1,2,8212542,212543,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-13】　珠算【単級受検】8級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976485,1,1,1,2,8203890,203891,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-16】　珠算【単級受検】準6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976733,1,1,1,2,8216240,216241,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-14】　珠算【単級受検】準７級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976401,1,1,1,2,8111447,14801,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-23】　珠算【単級受検】3級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976645,1,1,1,2,8200667,212672,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-12】　珠算【単級受検】9級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976707,1,1,1,2,8215333,215335,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-13】　珠算【単級受検】8級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976767,1,1,1,2,8112772,217688,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-07】　珠算【単級受検】14級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976701,1,1,1,2,8205644,215055,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-15】　珠算【単級受検】７級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976686,1,1,1,2,8214620,214701,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【F-03】　暗算 【8】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976745,1,1,1,2,8206534,216752,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-05】　珠算【単級受検】16級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976585,1,1,1,2,8208199,208638,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-19】　珠算【単級受検】5級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976725,1,1,1,2,8205651,216048,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-13】　珠算【単級受検】8級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976676,1,1,1,2,8214279,214280,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-11】　珠算【単級受検】10級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976747,1,1,1,2,8216837,216839,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-14】　珠算【単級受検】準７級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976696,1,1,1,2,8214868,214869,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-08】　珠算【単級受検】13級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976460,1,1,1,2,8103439,201826,,,そろばん検定【クラス検定】,,,0,1200,円,1,1,1,0,2025/05/01,2025/05/31,【D-22】　珠算【単級受検】準3級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976379,1,1,1,2,8109746,12490,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-27】　珠算【単級受検】1級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976666,1,1,1,2,8208710,213858,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-12】　珠算【単級受検】9級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976667,1,1,1,2,8213884,213885,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-18】　珠算【単級受検】準5級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976575,1,1,1,2,8208117,208120,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【F-04】　暗算 【7】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976412,1,1,1,2,8112081,15622,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【F-08】　暗算 【3】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976564,1,1,1,2,8207573,207574,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-18】　珠算【単級受検】準5級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976437,1,1,1,2,8103069,16327,,,そろばん検定【クラス検定】,,,0,1200,円,1,1,1,0,2025/05/01,2025/05/31,【D-22】　珠算【単級受検】準3級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976375,1,1,1,2,8101514,12239,,,そろばん検定【クラス検定】,,,0,1500,円,1,1,1,0,2025/05/01,2025/05/31,【D-23】　珠算【単級受検】3級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976443,1,1,1,2,8112832,16644,,,そろばん検定【クラス検定】,,,0,1500,円,1,1,1,0,2025/05/01,2025/05/31,【D-23】　珠算【単級受検】3級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976708,1,1,1,2,8215376,215410,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-14】　珠算【単級受検】準７級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976380,1,1,1,2,8109819,12588,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-19】　珠算【単級受検】5級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976563,1,1,1,2,8207534,207537,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-16】　珠算【単級受検】準6級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976608,1,1,1,2,8204787,211124,,,そろばん検定【クラス検定】,,,0,1500,円,1,1,1,0,2025/05/01,2025/05/31,【C-09】　珠算ダブル【12】【11】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976771,1,1,1,2,8218027,218029,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-03】　珠算【単級受検】18級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976374,1,1,1,2,8109448,12021,,,そろばん検定【クラス検定】,,,0,1000,円,1,1,1,0,2025/05/01,2025/05/31,【D-23】　珠算【単級受検】3級※2回目のため(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976739,1,1,1,2,8216488,216489,,,そろばん検定【クラス検定】,,,0,500,円,1,1,1,0,2025/05/01,2025/05/31,【D-03】　珠算【単級受検】18級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976441,1,1,1,2,8112752,16544,,,そろばん検定【クラス検定】,,,0,650,円,1,1,1,0,2025/05/01,2025/05/31,【F-06】　暗算 【5】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976660,1,1,1,2,8202414,213654,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-12】　珠算【単級受検】9級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976699,1,1,1,2,8214913,214962,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-12】　珠算【単級受検】9級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976584,1,1,1,2,8208516,208517,,,そろばん検定【クラス検定】,,,0,1250,円,1,1,1,0,2025/05/01,2025/05/31,【E-11】　珠算【7】級+暗【8】級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976762,1,1,1,2,8217559,217562,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-11】　珠算【単級受検】10級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976717,1,1,1,2,8215712,215713,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-11】　珠算【単級受検】10級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976712,1,1,1,2,8215452,215461,,,そろばん検定【クラス検定】,,,0,750,円,1,1,1,0,2025/05/01,2025/05/31,【D-11】　珠算【単級受検】10級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB9976598,1,1,1,2,8209054,209055,,,そろばん検定【クラス検定】,,,0,900,円,1,1,1,0,2025/05/01,2025/05/31,【D-20】　珠算【単級受検】準4級(2025/3),1,,,,2025/05/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
